Structure Number,Structure Name,Asset Class,Structure Type,Inventory Date,Road No.,km,Municipality,Maintenance Region,Magisterial District,Analysis Date,Inspection Item,Activity,Position,Qty Budget,Unit Cost,Unit,Cost,U,Adj. U,RMax2,B/C,WorkYear
B3061,BREEDE RIVER (VICTORIA BRIDGE),Bridge,Bridge,11/18/2019,MR00290,2.20,Langeberg,Cape Winelands,Cape Winelands,6/30/2022,18. Longitudinal Members, 654. Access-using scaffold (< 10 m),AS,9.00,4910.00,No,44190.00,4,4,16,36.00,1
B3061,BREEDE RIVER (VICTORIA BRIDGE),Bridge,Bridge,11/18/2019,MR00290,2.20,Langeberg,Cape Winelands,Cape Winelands,6/30/2022,18. Longitudinal Members, 118. Repair spall (including honeycombing),S3,30.00,790.00,L,23700.00,4,4,16,68.00,1
B3061,BREEDE RIVER (VICTORIA BRIDGE),Bridge,Bridge,11/18/2019,MR00290,2.20,Langeberg,Cape Winelands,Cape Winelands,6/30/2022,10. Kerbs / Sidewalks, 953. Ad-hoc item (describe under Remarks),AS,1.00,1140.00,No,1140.00,3,4,4,351.00,1
B3061,BREEDE RIVER (VICTORIA BRIDGE),Bridge,Bridge,11/18/2019,MR00290,2.20,Langeberg,Cape Winelands,Cape Winelands,6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,AS,54.00,360.00,No,19440.00,4,4,9,46.00,1
B3061,BREEDE RIVER (VICTORIA BRIDGE),Bridge,Bridge,11/18/2019,MR00290,2.20,Langeberg,Cape Winelands,Cape Winelands,6/30/2022,08. Surfacing, 702. Traffic accommodation-Low (< 10 000 vpd),AS,1.00,146090.00,LS,146090.00,1,1,4,3.00,3
B3061,BREEDE RIVER (VICTORIA BRIDGE),Bridge,Bridge,11/18/2019,MR00290,2.20,Langeberg,Cape Winelands,Cape Winelands,6/30/2022,08. Surfacing, 502. Resurface or patch,AS,660.00,790.00,m2,521400.00,1,1,4,1.00,3
B3061,BREEDE RIVER (VICTORIA BRIDGE),Bridge,Bridge,11/18/2019,MR00290,2.20,Langeberg,Cape Winelands,Cape Winelands,6/30/2022,07. Wing/ Retaining Walls, 120. Seal cracks,U1,20.00,790.00,m,15800.00,3,4,9,57.00,1
B3061,BREEDE RIVER (VICTORIA BRIDGE),Bridge,Bridge,11/18/2019,MR00290,2.20,Langeberg,Cape Winelands,Cape Winelands,6/30/2022,06. Abutments, 120. Seal cracks,U1,15.00,790.00,m,11850.00,3,4,16,135.00,1
B3061,BREEDE RIVER (VICTORIA BRIDGE),Bridge,Bridge,11/18/2019,MR00290,2.20,Langeberg,Cape Winelands,Cape Winelands,6/30/2022,06. Abutments, 114. Reconstruct backwall (re-instate gap),U1,2.50,24340.00,m3,60850.00,3,4,16,26.00,1
B3061,BREEDE RIVER (VICTORIA BRIDGE),Bridge,Bridge,11/18/2019,MR00290,2.20,Langeberg,Cape Winelands,Cape Winelands,6/30/2022,02. Guardrail, 451. Attach guardrail to endblock,BU,2.00,3280.00,No,6560.00,1,1,1,15.00,2
B3061,BREEDE RIVER (VICTORIA BRIDGE),Bridge,Bridge,11/18/2019,MR00290,2.20,Langeberg,Cape Winelands,Cape Winelands,6/30/2022,11. Parapet, 458. New/repair steel railing,AS,290.00,3280.00,m,951200.00,3,4,9,1.00,3
B3062,KEISERS RIVER,Bridge,Bridge,11/18/2019,MR00290,6.64,Langeberg,Cape Winelands,Cape Winelands,6/30/2022,20. Decks and Slabs, 118. Repair spall (including honeycombing),S3,12.00,790.00,L,9480.00,3,4,1,11.00,2
B3062,KEISERS RIVER,Bridge,Bridge,11/18/2019,MR00290,6.64,Langeberg,Cape Winelands,Cape Winelands,6/30/2022,17. Expansion Joints, 702. Traffic accommodation-Low (< 10 000 vpd),"BU,AP",1.00,146090.00,LS,146090.00,3,4,9,6.00,3
B3062,KEISERS RIVER,Bridge,Bridge,11/18/2019,MR00290,6.64,Langeberg,Cape Winelands,Cape Winelands,6/30/2022,17. Expansion Joints, 203. Clean joint of loose material,"BU,AP",37.00,360.00,m,13320.00,3,4,9,68.00,1
B3062,KEISERS RIVER,Bridge,Bridge,11/18/2019,MR00290,6.64,Langeberg,Cape Winelands,Cape Winelands,6/30/2022,11. Parapet, 457. New traffic barrier (Concrete F-Shape/NJ),AS,80.00,12220.00,m,977600.00,4,4,9,1.00,3
B3062,KEISERS RIVER,Bridge,Bridge,11/18/2019,MR00290,6.64,Langeberg,Cape Winelands,Cape Winelands,6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,AS,18.00,360.00,No,6480.00,1,1,9,139.00,1
B3062,KEISERS RIVER,Bridge,Bridge,11/18/2019,MR00290,6.64,Langeberg,Cape Winelands,Cape Winelands,6/30/2022,02. Guardrail, 455. New guardrail (single and double),BU,100.00,1010.00,m,101000.00,3,4,9,9.00,3
B3062,KEISERS RIVER,Bridge,Bridge,11/18/2019,MR00290,6.64,Langeberg,Cape Winelands,Cape Winelands,6/30/2022,17. Expansion Joints, 306. New asphalt plug joint,"BU,AP",37.00,6540.00,m,241980.00,3,4,9,4.00,3
B3063,HOEKS RIVER,Bridge,Bridge,11/17/2019,MR00290,18.32,Langeberg,Cape Winelands,Cape Winelands,6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,AS,12.00,360.00,No,4320.00,4,4,9,208.00,1
B3063,HOEKS RIVER,Bridge,Bridge,11/17/2019,MR00290,18.32,Langeberg,Cape Winelands,Cape Winelands,6/30/2022,17. Expansion Joints, 301. Install silicon/bituminous seal,P1,39.00,1290.00,m,50310.00,3,4,4,8.00,3
B3063,HOEKS RIVER,Bridge,Bridge,11/17/2019,MR00290,18.32,Langeberg,Cape Winelands,Cape Winelands,6/30/2022,17. Expansion Joints, 203. Clean joint of loose material,BU,39.00,360.00,m,14040.00,3,4,4,28.00,1
B3063,HOEKS RIVER,Bridge,Bridge,11/17/2019,MR00290,18.32,Langeberg,Cape Winelands,Cape Winelands,6/30/2022,11. Parapet, 457. New traffic barrier (Concrete F-Shape/NJ),AS,32.00,12220.00,m,391040.00,4,4,16,4.00,3
B3063,HOEKS RIVER,Bridge,Bridge,11/17/2019,MR00290,18.32,Langeberg,Cape Winelands,Cape Winelands,6/30/2022,17. Expansion Joints, 702. Traffic accommodation-Low (< 10 000 vpd),"BU,P1",1.00,146090.00,LS,146090.00,3,4,4,3.00,3
B3063,HOEKS RIVER,Bridge,Bridge,11/17/2019,MR00290,18.32,Langeberg,Cape Winelands,Cape Winelands,6/30/2022,09. Superstructure Drainage, 206. Clear channel,AS,32.00,160.00,m,5120.00,1,1,9,176.00,1
B3063,HOEKS RIVER,Bridge,Bridge,11/17/2019,MR00290,18.32,Langeberg,Cape Winelands,Cape Winelands,6/30/2022,07. Wing/ Retaining Walls, 118. Repair spall (including honeycombing),U2,2.00,790.00,L,1580.00,2,4,1,63.00,1
B3063,HOEKS RIVER,Bridge,Bridge,11/17/2019,MR00290,18.32,Langeberg,Cape Winelands,Cape Winelands,6/30/2022,02. Guardrail, 455. New guardrail (single and double),BU,64.00,1010.00,m,64640.00,3,4,9,14.00,2
B3063,HOEKS RIVER,Bridge,Bridge,11/17/2019,MR00290,18.32,Langeberg,Cape Winelands,Cape Winelands,6/30/2022,01. Approach Embankment, 155. Earth backfill,U2,18.00,670.00,m3,12060.00,4,4,16,133.00,1
B3063,HOEKS RIVER,Bridge,Bridge,11/17/2019,MR00290,18.32,Langeberg,Cape Winelands,Cape Winelands,6/30/2022,01. Approach Embankment, 359. Replace sidedrain/gutter/downchutes,BU,24.00,1660.00,m,39840.00,4,4,16,40.00,1
B3064,BRIDGE OVER KOO RIVER,Bridge,Bridge,11/1/2019,MR00295,37.88,Langeberg,Cape Winelands,Cape Winelands,6/30/2022,06. Abutments, 120. Seal cracks,BU,30.00,790.00,m,23700.00,2,4,1,4.00,3
B3064,BRIDGE OVER KOO RIVER,Bridge,Bridge,11/1/2019,MR00295,37.88,Langeberg,Cape Winelands,Cape Winelands,6/30/2022,17. Expansion Joints, 306. New asphalt plug joint,AP,30.00,6540.00,m,196200.00,3,4,9,5.00,3
B3064,BRIDGE OVER KOO RIVER,Bridge,Bridge,11/1/2019,MR00295,37.88,Langeberg,Cape Winelands,Cape Winelands,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),AS,1500.00,790.00,L,1185000.00,2,4,4,0.00,3
B3064,BRIDGE OVER KOO RIVER,Bridge,Bridge,11/1/2019,MR00295,37.88,Langeberg,Cape Winelands,Cape Winelands,6/30/2022,13. Pier Foundations, 157. Mass concrete backfill,P2,6.00,5820.00,m3,34920.00,3,4,4,11.00,2
B3064,BRIDGE OVER KOO RIVER,Bridge,Bridge,11/1/2019,MR00295,37.88,Langeberg,Cape Winelands,Cape Winelands,6/30/2022,20. Decks and Slabs, 118. Repair spall (including honeycombing),S3,500.00,790.00,L,395000.00,2,4,1,0.00,3
B3064,BRIDGE OVER KOO RIVER,Bridge,Bridge,11/1/2019,MR00295,37.88,Langeberg,Cape Winelands,Cape Winelands,6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,AS,25.00,360.00,No,9000.00,1,1,1,11.00,2
B3064,BRIDGE OVER KOO RIVER,Bridge,Bridge,11/1/2019,MR00295,37.88,Langeberg,Cape Winelands,Cape Winelands,6/30/2022,03. Waterway, 152. Backfill scour damage (mass concrete),AS,10.00,8090.00,m3,80900.00,3,4,4,5.00,3
B3064,BRIDGE OVER KOO RIVER,Bridge,Bridge,11/1/2019,MR00295,37.88,Langeberg,Cape Winelands,Cape Winelands,6/30/2022,02. Guardrail, 455. New guardrail (single and double),BU,100.00,1010.00,m,101000.00,3,4,9,9.00,3
B3064,BRIDGE OVER KOO RIVER,Bridge,Bridge,11/1/2019,MR00295,37.88,Langeberg,Cape Winelands,Cape Winelands,6/30/2022,02. Guardrail, 451. Attach guardrail to endblock,BU,4.00,3280.00,No,13120.00,3,4,9,69.00,1
B3064,BRIDGE OVER KOO RIVER,Bridge,Bridge,11/1/2019,MR00295,37.88,Langeberg,Cape Winelands,Cape Winelands,6/30/2022,01. Approach Embankment, 156. Gabion (mattresses and boxes),U1,20.00,3280.00,m3,65600.00,4,4,9,14.00,2
B3064,BRIDGE OVER KOO RIVER,Bridge,Bridge,11/1/2019,MR00295,37.88,Langeberg,Cape Winelands,Cape Winelands,6/30/2022,01. Approach Embankment, 155. Earth backfill,U1,10.00,670.00,m3,6700.00,4,4,9,134.00,1
B3064,BRIDGE OVER KOO RIVER,Bridge,Bridge,11/1/2019,MR00295,37.88,Langeberg,Cape Winelands,Cape Winelands,6/30/2022,14. Piers & Columns, 101. Apply protective coating,P1,100.00,510.00,m2,51000.00,2,4,1,2.00,3
B3064,BRIDGE OVER KOO RIVER,Bridge,Bridge,11/1/2019,MR00295,37.88,Langeberg,Cape Winelands,Cape Winelands,6/30/2022,05. Abutment Foundations, 157. Mass concrete backfill,BU,10.00,5820.00,m3,58200.00,3,4,4,7.00,3
B3065,BRIDGE OVER KEISIES RIVER AT HARMONIE,Bridge,Bridge,11/1/2019,MR00295,54.39,Langeberg,Cape Winelands,Cape Winelands,6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,S1,5.00,360.00,No,1800.00,1,1,1,56.00,1
B3065,BRIDGE OVER KEISIES RIVER AT HARMONIE,Bridge,Bridge,11/1/2019,MR00295,54.39,Langeberg,Cape Winelands,Cape Winelands,6/30/2022,11. Parapet, 457. New traffic barrier (Concrete F-Shape/NJ),S1,30.00,12220.00,m,366600.00,2,4,9,2.00,3
B3065,BRIDGE OVER KEISIES RIVER AT HARMONIE,Bridge,Bridge,11/1/2019,MR00295,54.39,Langeberg,Cape Winelands,Cape Winelands,6/30/2022,06. Abutments, 101. Apply protective coating,BU,100.00,510.00,m2,51000.00,2,4,1,2.00,3
B3065,BRIDGE OVER KEISIES RIVER AT HARMONIE,Bridge,Bridge,11/1/2019,MR00295,54.39,Langeberg,Cape Winelands,Cape Winelands,6/30/2022,04. Approach Embankment Protection Works, 158. Rock backfill,BU,10.00,2930.00,m3,29300.00,4,4,9,31.00,1
B3065,BRIDGE OVER KEISIES RIVER AT HARMONIE,Bridge,Bridge,11/1/2019,MR00295,54.39,Langeberg,Cape Winelands,Cape Winelands,6/30/2022,02. Guardrail, 451. Attach guardrail to endblock,BU,4.00,3280.00,No,13120.00,3,4,4,30.00,1
B3065,BRIDGE OVER KEISIES RIVER AT HARMONIE,Bridge,Bridge,11/1/2019,MR00295,54.39,Langeberg,Cape Winelands,Cape Winelands,6/30/2022,17. Expansion Joints, 306. New asphalt plug joint,BU,20.00,6540.00,m,130800.00,3,4,4,3.00,3
B3068,BADS RIVER,Bridge,Bridge,10/30/2019,MR00299+,9.77,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,02. Guardrail, 455. New guardrail (single and double),BU,40.00,1010.00,m,40400.00,4,4,16,40.00,1
B3068,BADS RIVER,Bridge,Bridge,10/30/2019,MR00299+,9.77,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,03. Waterway, 405. Remove trees (girth > 500 mm),S1,500.00,3280.00,No,1640000.00,3,4,9,1.00,3
B3068,BADS RIVER,Bridge,Bridge,10/30/2019,MR00299+,9.77,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,06. Abutments, 102. Apply silanes,BU,50.00,510.00,m2,25500.00,2,4,4,16.00,2
B3068,BADS RIVER,Bridge,Bridge,10/30/2019,MR00299+,9.77,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,07. Wing/ Retaining Walls, 102. Apply silanes,BU,150.00,510.00,m2,76500.00,2,4,16,21.00,1
B3068,BADS RIVER,Bridge,Bridge,10/30/2019,MR00299+,9.77,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),S1,10.00,790.00,L,7900.00,1,1,4,51.00,1
B3068,BADS RIVER,Bridge,Bridge,10/30/2019,MR00299+,9.77,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,20. Decks and Slabs, 120. Seal cracks,S1,100.00,790.00,m,79000.00,1,1,1,1.00,3
B3069,ROAD OVER RAIL AT RABIE AVENUE,Bridge,Bridge,11/7/2019,MR00301,1.72,Breede Vallei,Worcester,Cape Winelands,6/30/2022,12. Pier Protection Works, 953. Ad-hoc item (describe under Remarks),P1,1.00,1140.00,No,1140.00,1,1,9,789.00,1
B3069,ROAD OVER RAIL AT RABIE AVENUE,Bridge,Bridge,11/7/2019,MR00301,1.72,Breede Vallei,Worcester,Cape Winelands,6/30/2022,14. Piers & Columns, 102. Apply silanes,AP,200.00,510.00,m2,102000.00,3,4,16,16.00,2
B3069,ROAD OVER RAIL AT RABIE AVENUE,Bridge,Bridge,11/7/2019,MR00301,1.72,Breede Vallei,Worcester,Cape Winelands,6/30/2022,20. Decks and Slabs, 102. Apply silanes,AS,80.00,510.00,m2,40800.00,3,4,9,22.00,1
B3069,ROAD OVER RAIL AT RABIE AVENUE,Bridge,Bridge,11/7/2019,MR00301,1.72,Breede Vallei,Worcester,Cape Winelands,6/30/2022,15. Bearings," 253. Refurbish (corrosion protection, anchor bolts, etc)",BU,30.00,4910.00,No,147300.00,3,4,9,6.00,3
B3069,ROAD OVER RAIL AT RABIE AVENUE,Bridge,Bridge,11/7/2019,MR00301,1.72,Breede Vallei,Worcester,Cape Winelands,6/30/2022,08. Surfacing, 502. Resurface or patch,AS,450.00,790.00,m2,355500.00,1,1,1,0.00,3
B3069,ROAD OVER RAIL AT RABIE AVENUE,Bridge,Bridge,11/7/2019,MR00301,1.72,Breede Vallei,Worcester,Cape Winelands,6/30/2022,07. Wing/ Retaining Walls, 102. Apply silanes,BU,75.00,510.00,m2,38250.00,3,4,9,24.00,1
B3069,ROAD OVER RAIL AT RABIE AVENUE,Bridge,Bridge,11/7/2019,MR00301,1.72,Breede Vallei,Worcester,Cape Winelands,6/30/2022,04. Approach Embankment Protection Works, 159. Stone pitching,BU,150.00,1010.00,m2,151500.00,3,4,9,6.00,3
B3069,ROAD OVER RAIL AT RABIE AVENUE,Bridge,Bridge,11/7/2019,MR00301,1.72,Breede Vallei,Worcester,Cape Winelands,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),AS,100.00,790.00,L,79000.00,1,1,4,5.00,3
B3070,ROAD OVER RAIL AT PROTEA STREET,Bridge,Bridge,11/7/2019,B3070,5.77,Breede Vallei,Paarl,Cape Winelands,6/30/2022,14. Piers & Columns, 102. Apply silanes,AP,400.00,510.00,m2,204000.00,4,4,16,8.00,3
B3070,ROAD OVER RAIL AT PROTEA STREET,Bridge,Bridge,11/7/2019,B3070,5.77,Breede Vallei,Paarl,Cape Winelands,6/30/2022,20. Decks and Slabs, 102. Apply silanes,AS,200.00,510.00,m2,102000.00,3,4,9,9.00,3
B3071,HARTEBEEST RIVER BRIDGE,Bridge,Bridge,10/31/2019,MR00302,1.18,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,20. Decks and Slabs, 953. Ad-hoc item (describe under Remarks),"S2,S3",2.00,1140.00,No,2280.00,4,4,16,702.00,1
B3071,HARTEBEEST RIVER BRIDGE,Bridge,Bridge,10/31/2019,MR00302,1.18,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,02. Guardrail, 451. Attach guardrail to endblock,BU,4.00,3280.00,No,13120.00,3,4,9,69.00,1
B3071,HARTEBEEST RIVER BRIDGE,Bridge,Bridge,10/31/2019,MR00302,1.18,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,03. Waterway, 209. Clear siltation,AS,400.00,670.00,m3,268000.00,3,4,9,3.00,3
B3071,HARTEBEEST RIVER BRIDGE,Bridge,Bridge,10/31/2019,MR00302,1.18,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,08. Surfacing, 501. Crack seal (asphalt),S1,100.00,80.00,m,8000.00,2,4,4,50.00,1
B3071,HARTEBEEST RIVER BRIDGE,Bridge,Bridge,10/31/2019,MR00302,1.18,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,AS,12.00,360.00,No,4320.00,2,4,4,93.00,1
B3071,HARTEBEEST RIVER BRIDGE,Bridge,Bridge,10/31/2019,MR00302,1.18,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,11. Parapet, 454. New endblocks,AS,2.00,16260.00,No,32520.00,3,4,9,28.00,1
B3072A,JAN DU TOIT RIVER BRIDGE No.2,Bridge,Bridge,10/31/2019,MR00302,8.20,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,04. Approach Embankment Protection Works, 159. Stone pitching,U1,10.00,1010.00,m2,10100.00,1,1,1,10.00,2
B3072A,JAN DU TOIT RIVER BRIDGE No.2,Bridge,Bridge,10/31/2019,MR00302,8.20,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,17. Expansion Joints, 306. New asphalt plug joint,P1,10.00,6540.00,m,65400.00,1,1,1,2.00,3
B3073,JAN DU TOIT RIVER BRIDGE NO 1,Bridge,Bridge,11/11/2019,MR00302+,8.68,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,03. Waterway, 207. Clear debris,"AP,AS",10.00,790.00,m3,7900.00,1,1,4,51.00,1
B3073,JAN DU TOIT RIVER BRIDGE NO 1,Bridge,Bridge,11/11/2019,MR00302+,8.68,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,14. Piers & Columns, 103. Clean concrete surface,AP,60.00,160.00,m2,9600.00,1,1,1,10.00,2
B3075,ROAD OVER RAIL AT DE DOORNS,Bridge,Bridge,10/30/2019,MR00303+,0.23,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,01. Approach Embankment, 404. Remove trees (girth < 500 mm),U2,3.00,790.00,No,2370.00,3,4,0,0.00,3
B3075,ROAD OVER RAIL AT DE DOORNS,Bridge,Bridge,10/30/2019,MR00303+,0.23,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,02. Guardrail, 455. New guardrail (single and double),U2,10.00,1010.00,m,10100.00,4,4,16,158.00,1
B3075,ROAD OVER RAIL AT DE DOORNS,Bridge,Bridge,10/30/2019,MR00303+,0.23,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,04. Approach Embankment Protection Works, 159. Stone pitching,BU,150.00,1010.00,m2,151500.00,3,4,9,6.00,3
B3075,ROAD OVER RAIL AT DE DOORNS,Bridge,Bridge,10/30/2019,MR00303+,0.23,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,"S1,S3",12.00,360.00,No,4320.00,3,4,0,0.00,3
B3075,ROAD OVER RAIL AT DE DOORNS,Bridge,Bridge,10/30/2019,MR00303+,0.23,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,11. Parapet, 102. Apply silanes,AS,30.00,510.00,m2,15300.00,3,4,4,26.00,1
B3075,ROAD OVER RAIL AT DE DOORNS,Bridge,Bridge,10/30/2019,MR00303+,0.23,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,14. Piers & Columns, 118. Repair spall (including honeycombing),P2,10.00,790.00,L,7900.00,3,4,9,114.00,1
B3075,ROAD OVER RAIL AT DE DOORNS,Bridge,Bridge,10/30/2019,MR00303+,0.23,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,17. Expansion Joints, 306. New asphalt plug joint,"BU,AP",50.40,6540.00,m,329616.00,3,4,9,3.00,3
B3075,ROAD OVER RAIL AT DE DOORNS,Bridge,Bridge,10/30/2019,MR00303+,0.23,Breede Vallei,Cape Winelands,Cape Winelands,6/30/2022,17. Expansion Joints, 702. Traffic accommodation-Low (< 10 000 vpd),"BU,AP",1.00,146090.00,LS,146090.00,3,4,9,6.00,3
B3077,KLEINVLEI RIVER,Bridge,Bridge,11/12/2019,MR00310+,39.21,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,11. Parapet, 465. Repair/replace handrail posts,S2,3.00,1660.00,No,4980.00,1,1,4,80.00,1
B3077,KLEINVLEI RIVER,Bridge,Bridge,11/12/2019,MR00310+,39.21,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,21. Miscellaneous Items, 953. Ad-hoc item (describe under Remarks),"BU,P1,AS",20.00,1140.00,No,22800.00,1,1,4,18.00,2
B3077,KLEINVLEI RIVER,Bridge,Bridge,11/12/2019,MR00310+,39.21,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,21. Miscellaneous Items, 620. Install structure number plate,U2,1.00,5700.00,No,5700.00,1,1,4,70.00,1
B3078A,SKILPADRUG RIVER,Bridge,Bridge,11/19/2019,MR00312+,1.17,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,11. Parapet, 454. New endblocks,S1,1.00,16260.00,No,16260.00,1,1,4,25.00,1
B3078A,SKILPADRUG RIVER,Bridge,Bridge,11/19/2019,MR00312+,1.17,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,11. Parapet, 465. Repair/replace handrail posts,S1,1.00,1660.00,No,1660.00,1,1,4,241.00,1
B3078A,SKILPADRUG RIVER,Bridge,Bridge,11/19/2019,MR00312+,1.17,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,17. Expansion Joints, 301. Install silicon/bituminous seal,"BU,P1",35.00,1290.00,m,45150.00,1,1,1,2.00,3
B3079,MOULS RIVER,Bridge,Bridge,11/19/2019,MR00312+,7.27,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,17. Expansion Joints, 301. Install silicon/bituminous seal,"BU,AP",25.00,1290.00,m,32250.00,1,1,1,3.00,3
B3079,MOULS RIVER,Bridge,Bridge,11/19/2019,MR00312+,7.27,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,03. Waterway, 404. Remove trees (girth < 500 mm),"AP,AS",1000.00,790.00,No,790000.00,2,4,4,1.00,3
B3079,MOULS RIVER,Bridge,Bridge,11/19/2019,MR00312+,7.27,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,14. Piers & Columns, 118. Repair spall (including honeycombing),P2,5.00,790.00,L,3950.00,2,4,4,101.00,1
B3080,ANTJIESBOS RIVER,Bridge,Bridge,11/19/2019,MR00312+,8.81,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,17. Expansion Joints, 301. Install silicon/bituminous seal,BU,18.00,1290.00,m,23220.00,1,1,4,17.00,2
B3080,ANTJIESBOS RIVER,Bridge,Bridge,11/19/2019,MR00312+,8.81,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,07. Wing/ Retaining Walls, 104. Concrete (reinforced),U2,0.50,12990.00,m3,6495.00,1,1,4,62.00,1
B3080,ANTJIESBOS RIVER,Bridge,Bridge,11/19/2019,MR00312+,8.81,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),S1,5.00,790.00,L,3950.00,1,1,4,101.00,1
B3082,DOORN RIVER CAUSEWAY,Bridge,Bridge,11/5/2019,MR00316+,41.64,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,07. Wing/ Retaining Walls, 120. Seal cracks,U2,3.00,790.00,m,2370.00,3,4,9,380.00,1
B3082,DOORN RIVER CAUSEWAY,Bridge,Bridge,11/5/2019,MR00316+,41.64,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,09. Superstructure Drainage, 206. Clear channel,AS,40.00,160.00,m,6400.00,1,1,4,62.00,1
B3082,DOORN RIVER CAUSEWAY,Bridge,Bridge,11/5/2019,MR00316+,41.64,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,17. Expansion Joints, 313. Repair concrete nosing,P1,8.00,3280.00,m,26240.00,1,1,1,4.00,3
B3087,Groot River Causeway,Bridge,Bridge Cellular,11/6/2019,MR00319+,75.76,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,09. Parapets / Handrails, 118. Repair spall (including honeycombing),AC,10.00,790.00,L,7900.00,1,1,0,0.00,3
B3087,Groot River Causeway,Bridge,Bridge Cellular,11/6/2019,MR00319+,75.76,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,05. Waterway, 207. Clear debris,C4,2.00,790.00,m3,1580.00,1,1,1,63.00,1
B3087,Groot River Causeway,Bridge,Bridge Cellular,11/6/2019,MR00319+,75.76,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,12. Invert Slab, 118. Repair spall (including honeycombing),AC,100.00,790.00,L,79000.00,3,4,0,0.00,3
B3087,Groot River Causeway,Bridge,Bridge Cellular,11/6/2019,MR00319+,75.76,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,07. Roadway Joints, 203. Clean joint of loose material,AC,40.00,360.00,m,14400.00,1,1,4,28.00,1
B3087,Groot River Causeway,Bridge,Bridge Cellular,11/6/2019,MR00319+,75.76,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,06. Road Slabs, 207. Clear debris,AC,5.00,790.00,m3,3950.00,1,1,1,25.00,1
B3087,Groot River Causeway,Bridge,Bridge Cellular,11/6/2019,MR00319+,75.76,Witzenberg,Cape Winelands,Cape Winelands,6/30/2022,06. Road Slabs, 503. Resurface or patch asphalt,C4,1.00,790.00,m2,790.00,1,1,1,127.00,1
B3089,GOUKOU RIVER,Bridge,Bridge,11/12/2019,MR00332,25.95,Hessequa,,Garden Route (Eden),6/30/2022,11. Parapet, 702. Traffic accommodation-Low (< 10 000 vpd),AS,1.00,146090.00,LS,146090.00,2,4,4,3.00,3
B3089,GOUKOU RIVER,Bridge,Bridge,11/12/2019,MR00332,25.95,Hessequa,,Garden Route (Eden),6/30/2022,18. Longitudinal Members, 118. Repair spall (including honeycombing),S4,1.00,790.00,L,0.00,0,0,1,9999999.00,1
B3089,GOUKOU RIVER,Bridge,Bridge,11/12/2019,MR00332,25.95,Hessequa,,Garden Route (Eden),6/30/2022,17. Expansion Joints, 203. Clean joint of loose material,"BU,AP",32.00,360.00,m,11520.00,2,4,4,35.00,1
